longitude,latitude,value_avg,depth_category,depth_mid,country_name,region,year,decade,variable
26.09778,-30.14528,43.0,Deep,60.0,South Africa,Southern Africa,1973.0,1970s,clay
30.0235004425049,-27.5921993255615,19.5,Surface,10.0,South Africa,Southern Africa,,,clay
26.04667,-28.98333,29.0,Deep,95.0,South Africa,Southern Africa,1973.0,1970s,clay
29.87667,-27.58833,49.0,Mid,50.0,South Africa,Southern Africa,1978.0,1970s,clay
29.30556,-26.20833,8.0,Mid,22.5,South Africa,Southern Africa,1973.0,1970s,clay
30.566667,-29.416667,48.0,Deep,85.0,South Africa,Southern Africa,1975.0,1970s,clay
27.211111,-22.680556,29.0,Mid,35.0,Botswana,Southern Africa,1982.0,1980s,clay
28.73889,-30.27083,3.0,Mid,50.0,South Africa,Southern Africa,1999.0,1990s,clay
30.3,-24.6,18.0,Surface,8.0,South Africa,Southern Africa,1977.0,1970s,clay
26.5625,-23.149722,27.0,Deep,157.5,Botswana,Southern Africa,1988.0,1980s,clay
30.20139,-29.56389,41.0,Mid,21.5,South Africa,Southern Africa,1976.0,1970s,clay
17.45833,-29.22083,5.0,Mid,50.0,South Africa,Southern Africa,1977.0,1970s,clay
30.78528,-29.41806,30.0,Deep,79.5,South Africa,Southern Africa,1975.0,1970s,clay
26.33333,-29.07,38.0,Mid,49.0,South Africa,Southern Africa,1973.0,1970s,clay
25.573611,-25.025,7.0,Surface,10.0,Botswana,Southern Africa,1984.0,1980s,clay
26.79889,-31.68528,57.0,Deep,70.0,South Africa,Southern Africa,2000.0,2000s,clay
30.783333,-29.066667,46.9,Mid,42.5,South Africa,Southern Africa,1975.0,1970s,clay
27.35333,-25.20333,7.0,Surface,15.0,South Africa,Southern Africa,1981.0,1980s,clay
31.95167,-28.71833,39.0,Deep,100.0,South Africa,Southern Africa,1981.0,1980s,clay
32.195,-28.36,50.0,Surface,10.0,South Africa,Southern Africa,1972.0,1970s,clay
29.14444,-31.5775,40.0,Deep,65.0,South Africa,Southern Africa,1998.0,1990s,clay
28.30222,-25.88,22.0,Deep,100.0,South Africa,Southern Africa,1977.0,1970s,clay
26.12667,-29.13667,40.0,Deep,80.0,South Africa,Southern Africa,1973.0,1970s,clay
25.2375,-25.284722,16.0,Mid,50.0,Botswana,Southern Africa,1985.0,1980s,clay
30.0674095153809,-29.8035011291504,44.8,Surface,7.5,South Africa,Southern Africa,1975.0,1970s,clay
25.358333,-25.184722,7.0,Mid,40.0,Botswana,Southern Africa,1984.0,1980s,clay
28.54667,-31.40139,28.0,Deep,90.0,South Africa,Southern Africa,2000.0,2000s,clay
27.73722,-31.77111,18.0,Surface,15.0,South Africa,Southern Africa,2001.0,2000s,clay
28.37333,-24.84,7.0,Deep,67.0,South Africa,Southern Africa,1983.0,1980s,clay
28.54667,-31.40139,22.0,Mid,50.0,South Africa,Southern Africa,2000.0,2000s,clay
30.058500289917,-27.5667991638184,16.0,Surface,10.0,South Africa,Southern Africa,,,clay
22.762300491333,-29.9813003540039,11.0,Surface,10.0,South Africa,Southern Africa,,,clay
29.26167,-30.84139,60.0,Deep,105.0,South Africa,Southern Africa,1998.0,1990s,clay
25.636111,-25.143056,31.0,Deep,140.0,Botswana,Southern Africa,1984.0,1980s,clay
17.53333,-29.86222,50.0,Mid,32.5,South Africa,Southern Africa,1977.0,1970s,clay
27.68667,-26.54667,44.0,Deep,90.0,South Africa,Southern Africa,1977.0,1970s,clay
25.804167,-24.6775,15.0,Mid,30.0,Botswana,Southern Africa,1988.0,1980s,clay
22.7159004211426,-29.9057998657227,14.5,Surface,10.0,South Africa,Southern Africa,,,clay
30.075,-25.77167,51.0,Deep,62.5,South Africa,Southern Africa,1972.0,1970s,clay
29.16667,-24.86333,8.0,Surface,15.0,South Africa,Southern Africa,1983.0,1980s,clay
25.7975,-24.5,28.0,Deep,92.5,Botswana,Southern Africa,1989.0,1980s,clay
29.89305,-22.78555,3.0,Surface,16.0,South Africa,Southern Africa,1986.0,1980s,clay
27.29667,-28.12333,19.0,Surface,5.5,South Africa,Southern Africa,1976.0,1970s,clay
32.25,-26.457,56.0,Deep,111.0,Mozambique,Eastern Africa,1992.0,1990s,clay
26.980556,-22.414722,19.0,Mid,40.0,Botswana,Southern Africa,1981.0,1980s,clay
29.70361,-31.38305,39.0,Deep,90.0,South Africa,Southern Africa,1998.0,1990s,clay
26.3890037536621,-23.0590744018555,13.7,Surface,10.0,Botswana,Southern Africa,,,clay
31.8775,-25.80167,41.0,Surface,12.5,South Africa,Southern Africa,1973.0,1970s,clay
27.980556,-22.947222,17.0,Surface,10.0,Botswana,Southern Africa,1983.0,1980s,clay
23.73667,-27.60667,10.0,Mid,42.5,South Africa,Southern Africa,1973.0,1970s,clay
25.283333,-22.7,3.0,Deep,70.0,Botswana,Southern Africa,1989.0,1980s,clay
16.86,-28.90333,4.0,Deep,90.0,South Africa,Southern Africa,1977.0,1970s,clay
30.89,-29.04167,33.0,Deep,115.0,South Africa,Southern Africa,1983.0,1980s,clay
27.773611,-23.033889,16.0,Deep,90.0,Botswana,Southern Africa,1980.0,1980s,clay
22.7115001678467,-29.9486999511719,30.6,Surface,10.0,South Africa,Southern Africa,,,clay
26.945,-30.79833,49.0,Deep,52.5,South Africa,Southern Africa,1989.0,1980s,clay
25.847222,-24.829444,29.0,Mid,45.0,Botswana,Southern Africa,1983.0,1980s,clay
29.02944,-31.69194,11.0,Mid,40.0,South Africa,Southern Africa,1998.0,1990s,clay
29.94167,-28.80556,28.0,Surface,14.0,South Africa,Southern Africa,1983.0,1980s,clay
30.80556,-25.28806,55.0,Deep,95.0,South Africa,Southern Africa,1976.0,1970s,clay
30.066667,-29.916667,50.4,Surface,7.5,South Africa,Southern Africa,1975.0,1970s,clay
27.142222,-23.256389,20.0,Mid,40.0,Botswana,Southern Africa,1982.0,1980s,clay
25.47333,-28.18333,15.0,Deep,55.0,South Africa,Southern Africa,1973.0,1970s,clay
27.773611,-23.033889,9.0,Surface,10.0,Botswana,Southern Africa,1980.0,1980s,clay
32.415,-26.042,23.0,Surface,15.0,Mozambique,Eastern Africa,1980.0,1980s,clay
26.61,-26.91667,15.0,Surface,11.5,South Africa,Southern Africa,1977.0,1970s,clay
25.49667,-34.01278,2.0,Deep,115.0,South Africa,Southern Africa,1972.0,1970s,clay
27.616111,-22.597222,12.0,Mid,32.5,Botswana,Southern Africa,1988.0,1980s,clay
25.41667,-28.22667,7.0,Surface,17.5,South Africa,Southern Africa,1973.0,1970s,clay
30.0709991455078,-27.5431003570557,24.2,Surface,10.0,South Africa,Southern Africa,,,clay
29.50417,-23.90361,27.0,Deep,71.5,South Africa,Southern Africa,1986.0,1980s,clay
25.540278,-24.091667,14.0,Mid,32.5,Botswana,Southern Africa,1985.0,1980s,clay
27.711111,-22.85,21.0,Mid,40.0,Botswana,Southern Africa,1982.0,1980s,clay
24.898611,-24.295833,6.0,Deep,85.0,Botswana,Southern Africa,1988.0,1980s,clay
29.66667,-27.31667,29.0,Surface,5.0,South Africa,Southern Africa,1972.0,1970s,clay
28.76333,-24.21,4.0,Surface,14.0,South Africa,Southern Africa,1983.0,1980s,clay
25.052778,-25.1,6.0,Surface,10.0,Botswana,Southern Africa,1985.0,1980s,clay
22.7597999572754,-29.934700012207,13.2,Surface,10.0,South Africa,Southern Africa,,,clay
27.17333,-28.69,10.0,Mid,37.5,South Africa,Southern Africa,1972.0,1970s,clay
26.253056,-22.416667,9.0,Surface,15.0,Botswana,Southern Africa,1982.0,1980s,clay
26.726667,-22.365833,6.0,Deep,110.0,Botswana,Southern Africa,1980.0,1980s,clay
28.67,-24.05,9.0,Surface,14.0,South Africa,Southern Africa,1983.0,1980s,clay
28.77917,-30.85056,15.0,Mid,45.0,South Africa,Southern Africa,2000.0,2000s,clay
30.12167,-25.64472,19.0,Mid,37.5,South Africa,Southern Africa,1972.0,1970s,clay
26.81333,-24.80333,24.0,Surface,9.0,South Africa,Southern Africa,1984.0,1980s,clay
28.36917,-32.59778,66.0,Mid,30.0,South Africa,Southern Africa,1999.0,1990s,clay
29.03306,-30.59361,44.0,Surface,7.5,South Africa,Southern Africa,1999.0,1990s,clay
22.7059001922607,-29.9493999481201,26.4,Surface,10.0,South Africa,Southern Africa,,,clay
27.33111,-31.55278,21.0,Surface,15.0,South Africa,Southern Africa,2000.0,2000s,clay
26.215278,-24.480556,29.0,Surface,5.0,Botswana,Southern Africa,1983.0,1980s,clay
30.67,-27.47333,52.0,Surface,15.0,South Africa,Southern Africa,1973.0,1970s,clay
26.837778,-22.291944,7.0,Surface,20.0,Botswana,Southern Africa,1982.0,1980s,clay
25.695833,-24.951389,9.0,Deep,115.0,Botswana,Southern Africa,1985.0,1980s,clay
22.7,-29.325,7.0,Surface,10.0,South Africa,Southern Africa,1986.0,1980s,clay
29.96667,-27.26667,23.0,Mid,32.5,South Africa,Southern Africa,1972.0,1970s,clay
28.86333,-30.23056,18.0,Surface,15.0,South Africa,Southern Africa,1999.0,1990s,clay
22.50667,-26.71333,4.0,Deep,65.0,South Africa,Southern Africa,1973.0,1970s,clay
26.4409732818604,-23.0323257446289,22.3,Surface,10.0,Botswana,Southern Africa,,,clay
25.430556,-25.426389,12.0,Surface,7.5,Botswana,Southern Africa,1984.0,1980s,clay
28.82778,-26.23889,28.0,Deep,83.5,South Africa,Southern Africa,1973.0,1970s,clay
26.745278,-23.168333,35.0,Deep,140.0,Botswana,Southern Africa,1980.0,1980s,clay
27.815,-31.31444,26.0,Mid,42.5,South Africa,Southern Africa,1989.0,1980s,clay
27.68667,-26.54667,23.0,Surface,15.0,South Africa,Southern Africa,1977.0,1970s,clay
27.41,-26.94667,25.0,Surface,8.0,South Africa,Southern Africa,1977.0,1970s,clay
29.59167,-24.26389,10.0,Surface,20.0,South Africa,Southern Africa,1994.0,1990s,clay
26.745278,-23.168333,33.0,Deep,92.5,Botswana,Southern Africa,1980.0,1980s,clay
23.73667,-27.60667,7.0,Surface,10.0,South Africa,Southern Africa,1973.0,1970s,clay
25.458333,-25.294444,15.0,Mid,40.0,Botswana,Southern Africa,1985.0,1980s,clay
28.12889,-31.71167,38.0,Deep,85.0,South Africa,Southern Africa,2000.0,2000s,clay
26.5625,-23.149722,26.0,Deep,197.5,Botswana,Southern Africa,1988.0,1980s,clay
25.697222,-25.1375,29.0,Deep,120.0,Botswana,Southern Africa,1988.0,1980s,clay
23.9144992828369,-29.7684001922607,15.8,Surface,10.0,South Africa,Southern Africa,,,clay
29.80556,-29.10833,18.0,Surface,10.0,South Africa,Southern Africa,1988.0,1980s,clay
29.47222,-24.82222,5.0,Surface,20.0,South Africa,Southern Africa,1994.0,1990s,clay
29.18861,-22.755,12.0,Surface,12.5,South Africa,Southern Africa,1992.0,1990s,clay
25.695833,-24.951389,31.0,Surface,5.0,Botswana,Southern Africa,1985.0,1980s,clay
17.20667,-28.97333,8.0,Mid,22.5,South Africa,Southern Africa,1977.0,1970s,clay
25.283333,-23.583333,4.0,Surface,10.0,Botswana,Southern Africa,1989.0,1980s,clay
30.63056,-29.95139,51.0,Mid,45.0,South Africa,Southern Africa,1975.0,1970s,clay
30.74,-27.445,26.0,Mid,43.0,South Africa,Southern Africa,1973.0,1970s,clay
30.63056,-29.95139,24.0,Deep,185.0,South Africa,Southern Africa,1975.0,1970s,clay
29.10333,-22.3725,21.0,Mid,45.0,South Africa,Southern Africa,1992.0,1990s,clay
26.96083,-30.40528,17.0,Mid,27.0,South Africa,Southern Africa,1991.0,1990s,clay
28.29028,-25.27806,33.0,Mid,44.0,South Africa,Southern Africa,1976.0,1970s,clay
29.21472,-30.82028,38.0,Deep,62.5,South Africa,Southern Africa,1998.0,1990s,clay
26.4409732818604,-23.0323257446289,19.5,Surface,10.0,Botswana,Southern Africa,,,clay
28.4,-25.01,67.0,Deep,90.0,South Africa,Southern Africa,1976.0,1970s,clay
30.22,-23.05167,40.0,Surface,6.0,South Africa,Southern Africa,1984.0,1980s,clay
30.33778,-23.12417,12.0,Surface,7.5,South Africa,Southern Africa,1984.0,1980s,clay
29.50333,-23.89861,15.0,Surface,12.0,South Africa,Southern Africa,1983.0,1980s,clay
30.58167,-27.35333,49.0,Mid,45.0,South Africa,Southern Africa,1977.0,1970s,clay
26.825,-22.443889,20.0,Deep,190.0,Botswana,Southern Africa,1979.0,1970s,clay
29.18861,-22.755,19.0,Deep,102.5,South Africa,Southern Africa,1992.0,1990s,clay
30.98722,-25.80667,17.0,Mid,45.0,South Africa,Southern Africa,1973.0,1970s,clay
31.71167,-25.86472,25.0,Mid,45.0,South Africa,Southern Africa,1973.0,1970s,clay
16.87333,-28.46333,12.0,Mid,45.0,South Africa,Southern Africa,1977.0,1970s,clay
29.95278,-29.05833,63.0,Deep,74.0,South Africa,Southern Africa,1988.0,1980s,clay
25.536111,-24.088889,9.0,Deep,130.0,Botswana,Southern Africa,1985.0,1980s,clay
26.893611,-23.080556,13.0,Deep,137.0,Botswana,Southern Africa,1986.0,1980s,clay
17.77861,-29.86389,6.0,Surface,17.5,South Africa,Southern Africa,1977.0,1970s,clay
25.091667,-25.045833,7.0,Surface,12.5,Botswana,Southern Africa,,,clay
28.583333,-22.140556,12.0,Surface,12.5,Botswana,Southern Africa,1989.0,1980s,clay
25.283333,-23.7,3.0,Deep,72.5,Botswana,Southern Africa,1989.0,1980s,clay
25.748611,-24.802778,21.0,Deep,142.5,Botswana,Southern Africa,1985.0,1980s,clay
32.25,-26.457,40.0,Surface,4.0,Mozambique,Eastern Africa,1992.0,1990s,clay
30.0860996246338,-27.6154003143311,21.5,Surface,10.0,South Africa,Southern Africa,,,clay
25.806944,-24.651389,11.0,Mid,35.0,Botswana,Southern Africa,1985.0,1980s,clay
29.91111,-23.46944,10.0,Surface,11.5,South Africa,Southern Africa,1986.0,1980s,clay
16.86,-28.90333,4.0,Surface,15.0,South Africa,Southern Africa,1977.0,1970s,clay
28.61,-24.38667,7.0,Surface,10.0,South Africa,Southern Africa,1983.0,1980s,clay
25.847222,-24.829444,18.0,Deep,90.0,Botswana,Southern Africa,1983.0,1980s,clay
26.876667,-22.358611,11.0,Deep,65.0,Botswana,Southern Africa,1982.0,1980s,clay
28.65055,-30.46305,28.0,Deep,92.5,South Africa,Southern Africa,1999.0,1990s,clay
27.17,-26.66333,37.0,Surface,11.5,South Africa,Southern Africa,1977.0,1970s,clay
27.980556,-22.947222,17.0,Deep,102.5,Botswana,Southern Africa,1983.0,1980s,clay
25.942222,-24.630833,22.0,Mid,50.0,Botswana,Southern Africa,1985.0,1980s,clay
26.717222,-23.166111,12.0,Mid,50.0,Botswana,Southern Africa,1980.0,1980s,clay
26.74,-23.119444,16.0,Surface,12.5,Botswana,Southern Africa,1980.0,1980s,clay
29.90528,-31.00528,34.0,Deep,95.0,South Africa,Southern Africa,1995.0,1990s,clay
24.82778,-33.775,18.0,Deep,70.0,South Africa,Southern Africa,1984.0,1980s,clay
25.463889,-25.404167,35.0,Deep,57.5,Botswana,Southern Africa,1984.0,1980s,clay
30.15694,-23.02389,35.0,Mid,31.0,South Africa,Southern Africa,1984.0,1980s,clay
29.87667,-30.49694,52.0,Deep,95.0,South Africa,Southern Africa,1998.0,1990s,clay
27.38667,-29.16333,7.0,Deep,52.5,South Africa,Southern Africa,1976.0,1970s,clay
25.586111,-25.145833,14.0,Deep,110.0,Botswana,Southern Africa,1984.0,1980s,clay
27.76667,-30.80944,16.0,Mid,30.0,South Africa,Southern Africa,1989.0,1980s,clay
25.836944,-24.770278,20.0,Mid,32.5,Botswana,Southern Africa,1985.0,1980s,clay
29.10333,-22.3725,12.0,Surface,15.0,South Africa,Southern Africa,1992.0,1990s,clay
26.96333,-27.61,21.0,Mid,45.0,South Africa,Southern Africa,1977.0,1970s,clay
23.972900390625,-29.8187999725342,10.7,Surface,10.0,South Africa,Southern Africa,,,clay
26.55333,-27.17,6.0,Mid,45.0,South Africa,Southern Africa,1977.0,1970s,clay
17.38861,-29.73278,3.0,Deep,65.0,South Africa,Southern Africa,1977.0,1970s,clay
25.230556,-25.191667,11.0,Mid,22.5,Botswana,Southern Africa,1985.0,1980s,clay
26.730556,-22.361111,11.0,Deep,120.0,Botswana,Southern Africa,1980.0,1980s,clay
27.389722,-23.381389,10.0,Deep,120.0,Botswana,Southern Africa,1983.0,1980s,clay
30.505,-25.51361,52.0,Surface,10.0,South Africa,Southern Africa,1973.0,1970s,clay
30.273333,-29.518333,31.8,Surface,10.0,South Africa,Southern Africa,1975.0,1970s,clay
26.718333,-23.197222,18.0,Surface,15.0,Botswana,Southern Africa,1980.0,1980s,clay
21.65417,-32.94584,11.0,Surface,3.5,South Africa,Southern Africa,1982.0,1980s,clay
23.9074993133545,-29.7978000640869,10.0,Surface,10.0,South Africa,Southern Africa,,,clay
28.29056,-31.50972,51.0,Deep,80.0,South Africa,Southern Africa,2000.0,2000s,clay
27.038889,-22.909167,31.0,Deep,100.0,Botswana,Southern Africa,1982.0,1980s,clay
30.0625,-25.22778,67.0,Surface,19.0,South Africa,Southern Africa,1972.0,1970s,clay
30.33778,-23.12417,31.0,Mid,37.5,South Africa,Southern Africa,1984.0,1980s,clay
27.014722,-22.748889,27.0,Deep,60.5,Botswana,Southern Africa,1986.0,1980s,clay
27.18333,-28.41,48.0,Mid,47.5,South Africa,Southern Africa,1972.0,1970s,clay
29.35167,-23.36389,11.0,Surface,11.5,South Africa,Southern Africa,1986.0,1980s,clay
29.74167,-25.24333,38.0,Mid,48.5,South Africa,Southern Africa,1976.0,1970s,clay
28.687222,-22.375556,17.0,Surface,10.0,Botswana,Southern Africa,1989.0,1980s,clay
30.06667,-24.88333,19.0,Deep,130.0,South Africa,Southern Africa,1977.0,1970s,clay
22.7602996826172,-29.9340000152588,11.6,Surface,10.0,South Africa,Southern Africa,,,clay
22.82639,-30.22278,17.0,Deep,74.0,South Africa,Southern Africa,1991.0,1990s,clay
16.91333,-28.58,2.0,Mid,37.5,South Africa,Southern Africa,1977.0,1970s,clay
29.87167,-27.84833,27.0,Mid,30.0,South Africa,Southern Africa,1978.0,1970s,clay
26.373056,-23.841944,8.0,Surface,12.5,Botswana,Southern Africa,1982.0,1980s,clay
29.98833,-27.92333,8.0,Surface,15.0,South Africa,Southern Africa,1978.0,1970s,clay
30.84333,-27.855,27.0,Deep,165.0,South Africa,Southern Africa,1978.0,1970s,clay
28.52833,-30.22222,28.0,Deep,60.0,South Africa,Southern Africa,1999.0,1990s,clay
26.749167,-23.105556,18.0,Mid,30.0,Botswana,Southern Africa,1982.0,1980s,clay
25.598611,-25.175,14.0,Mid,37.5,Botswana,Southern Africa,1984.0,1980s,clay
24.819444,-24.669444,7.0,Mid,30.0,Botswana,Southern Africa,1988.0,1980s,clay
26.4355545043945,-23.0706691741943,26.8,Surface,10.0,Botswana,Southern Africa,,,clay
27.759722,-22.795833,18.0,Surface,10.0,Botswana,Southern Africa,1982.0,1980s,clay
30.3083324,-29.4138889,20.0,Deep,87.5,South Africa,Southern Africa,1982.0,1980s,clay
29.56667,-23.17361,8.0,Surface,11.0,South Africa,Southern Africa,1986.0,1980s,clay
27.19111,-30.13972,8.0,Surface,15.0,South Africa,Southern Africa,1973.0,1970s,clay
27.242778,-23.380556,7.0,Mid,50.0,Botswana,Southern Africa,1982.0,1980s,clay
27.975,-22.947222,9.0,Deep,200.0,Botswana,Southern Africa,1980.0,1980s,clay
25.430556,-25.426389,15.0,Deep,72.5,Botswana,Southern Africa,1984.0,1980s,clay
30.4833,-29.5833,66.5,Deep,70.0,South Africa,Southern Africa,1975.0,1970s,clay
31.9425,-25.92361,52.0,Surface,15.0,South Africa,Southern Africa,1973.0,1970s,clay
28.52833,-30.22222,21.0,Surface,20.0,South Africa,Southern Africa,1999.0,1990s,clay
25.697222,-25.1375,18.0,Surface,7.5,Botswana,Southern Africa,1988.0,1980s,clay
28.55833,-26.58889,42.0,Deep,81.0,South Africa,Southern Africa,1973.0,1970s,clay
30.416667,-29.616667,67.5,Deep,69.5,South Africa,Southern Africa,1975.0,1970s,clay
30.56389,-23.96667,54.0,Deep,72.5,South Africa,Southern Africa,1973.0,1970s,clay
23.9330005645752,-29.7780990600586,11.9,Surface,10.0,South Africa,Southern Africa,,,clay
30.58167,-27.35333,50.0,Mid,30.0,South Africa,Southern Africa,1977.0,1970s,clay
16.91333,-28.58,2.0,Surface,7.5,South Africa,Southern Africa,1977.0,1970s,clay
30.56583,-25.81944,49.0,Mid,40.0,South Africa,Southern Africa,1972.0,1970s,clay
29.54333,-27.74667,17.0,Mid,45.0,South Africa,Southern Africa,1973.0,1970s,clay
21.09,-27.16333,2.0,Deep,65.0,South Africa,Southern Africa,1973.0,1970s,clay
29.02222,-26.68333,41.0,Deep,90.5,South Africa,Southern Africa,1973.0,1970s,clay
27.68278,-31.3,13.0,Surface,10.0,South Africa,Southern Africa,1989.0,1980s,clay
30.0893993377686,-27.5834007263184,12.8,Surface,10.0,South Africa,Southern Africa,,,clay
30.84778,-25.64472,47.0,Mid,45.0,South Africa,Southern Africa,1973.0,1970s,clay
30.885,-25.51556,44.0,Surface,16.0,South Africa,Southern Africa,1973.0,1970s,clay
30.0408000946045,-27.5634002685547,15.1,Surface,10.0,South Africa,Southern Africa,,,clay
30.0928993225098,-27.5450000762939,27.5,Surface,10.0,South Africa,Southern Africa,,,clay
25.580556,-24.397222,8.0,Mid,50.0,Botswana,Southern Africa,1982.0,1980s,clay
25.784722,-24.813889,39.0,Mid,50.0,Botswana,Southern Africa,1985.0,1980s,clay
26.64806,-30.755,53.0,Mid,32.5,South Africa,Southern Africa,1991.0,1990s,clay
27.31833,-25.50167,54.0,Mid,44.0,South Africa,Southern Africa,1980.0,1980s,clay
25.4,-22.95,2.0,Deep,72.5,Botswana,Southern Africa,1989.0,1980s,clay
25.51667,-28.56667,18.0,Surface,16.0,South Africa,Southern Africa,1973.0,1970s,clay
26.5775,-22.778333,6.0,Mid,50.0,Botswana,Southern Africa,1981.0,1980s,clay
28.536389,-22.041111,25.0,Deep,51.5,Botswana,Southern Africa,1989.0,1980s,clay
27.92639,-31.91361,9.0,Mid,30.0,South Africa,Southern Africa,2000.0,2000s,clay
31.965,-27.50833,50.0,Deep,83.0,South Africa,Southern Africa,1972.0,1970s,clay
30.0599994659424,-27.6019992828369,12.8,Surface,10.0,South Africa,Southern Africa,,,clay
27.45,-28.05,41.0,Deep,78.5,South Africa,Southern Africa,1976.0,1970s,clay
30.15694,-23.02389,45.0,Deep,91.0,South Africa,Southern Africa,1984.0,1980s,clay
26.4170703887939,-23.057788848877,19.2,Surface,10.0,Botswana,Southern Africa,,,clay
23.9043998718262,-29.808500289917,8.4,Surface,10.0,South Africa,Southern Africa,,,clay
21.79583,-32.4825,10.0,Surface,8.0,South Africa,Southern Africa,1981.0,1980s,clay
32.07333,-28.68333,10.0,Mid,45.0,South Africa,Southern Africa,1976.0,1970s,clay
26.27056,-31.525,42.0,Deep,75.0,South Africa,Southern Africa,1989.0,1980s,clay
27.08889,-30.17111,11.0,Mid,23.0,South Africa,Southern Africa,1990.0,1990s,clay
26.605278,-22.764167,23.0,Mid,32.5,Botswana,Southern Africa,1981.0,1980s,clay
25.606944,-24.643056,9.0,Mid,27.5,Botswana,Southern Africa,1985.0,1980s,clay
24.55333,-28.1,51.0,Deep,65.0,South Africa,Southern Africa,1974.0,1970s,clay
28.51722,-30.615,18.0,Surface,15.0,South Africa,Southern Africa,1999.0,1990s,clay
28.64167,-26.16389,30.0,Deep,60.0,South Africa,Southern Africa,1972.0,1970s,clay
16.68667,-28.47333,9.0,Deep,60.0,South Africa,Southern Africa,1977.0,1970s,clay
21.65417,-32.94584,26.0,Mid,33.5,South Africa,Southern Africa,1982.0,1980s,clay
30.616667,-29.8,6.5,Deep,65.0,South Africa,Southern Africa,1975.0,1970s,clay
26.38333,-29.06667,51.0,Mid,22.5,South Africa,Southern Africa,1973.0,1970s,clay
18.44722,-33.00528,20.0,Deep,67.5,South Africa,Southern Africa,1977.0,1970s,clay
30.40667,-27.46833,41.0,Surface,20.0,South Africa,Southern Africa,1978.0,1970s,clay
30.885,-25.51556,48.0,Mid,45.0,South Africa,Southern Africa,1973.0,1970s,clay
26.96083,-30.40528,67.0,Deep,90.0,South Africa,Southern Africa,1991.0,1990s,clay
28.35639,-32.28944,42.0,Deep,55.0,South Africa,Southern Africa,1999.0,1990s,clay
22.51333,-27.80667,6.0,Surface,14.0,South Africa,Southern Africa,1973.0,1970s,clay
26.605278,-22.764167,24.0,Deep,75.0,Botswana,Southern Africa,1981.0,1980s,clay
20.69,-28.42333,9.0,Surface,17.5,South Africa,Southern Africa,1973.0,1970s,clay
24.16389,-30.74583,12.0,Surface,3.5,South Africa,Southern Africa,1982.0,1980s,clay
26.463056,-22.638056,33.0,Deep,90.0,Botswana,Southern Africa,1981.0,1980s,clay
27.991667,-22.922222,30.0,Deep,65.0,Botswana,Southern Africa,1980.0,1980s,clay
30.63056,-29.95139,25.0,Deep,135.0,South Africa,Southern Africa,1975.0,1970s,clay
25.946944,-24.564167,32.0,Deep,77.5,Botswana,Southern Africa,1989.0,1980s,clay
26.561111,-23.111111,24.0,Deep,114.0,Botswana,Southern Africa,1986.0,1980s,clay
25.236111,-25.255556,4.0,Surface,10.0,Botswana,Southern Africa,1985.0,1980s,clay
31.98167,-27.60833,67.0,Deep,59.5,South Africa,Southern Africa,1972.0,1970s,clay
26.745278,-23.168333,23.0,Mid,50.0,Botswana,Southern Africa,1980.0,1980s,clay
27.038889,-22.909167,25.0,Mid,45.0,Botswana,Southern Africa,1982.0,1980s,clay
27.17,-26.66333,56.0,Mid,41.0,South Africa,Southern Africa,1977.0,1970s,clay
26.825,-22.443889,19.0,Deep,240.0,Botswana,Southern Africa,1979.0,1970s,clay
30.54167,-27.07,18.0,Surface,6.0,South Africa,Southern Africa,1972.0,1970s,clay
21.79583,-32.4825,11.0,Mid,26.0,South Africa,Southern Africa,1981.0,1980s,clay
28.41889,-31.31694,28.0,Mid,32.5,South Africa,Southern Africa,2000.0,2000s,clay
17.77861,-29.86389,12.0,Deep,52.5,South Africa,Southern Africa,1977.0,1970s,clay
30.67,-27.47333,55.0,Deep,115.0,South Africa,Southern Africa,1973.0,1970s,clay
28.54167,-22.59278,16.0,Mid,43.5,South Africa,Southern Africa,1992.0,1990s,clay
22.07556,-30.37778,5.0,Surface,5.0,South Africa,Southern Africa,1991.0,1990s,clay
29.13667,-31.29083,64.0,Deep,90.0,South Africa,Southern Africa,1998.0,1990s,clay
26.197222,-24.319444,15.0,Mid,45.0,Botswana,Southern Africa,1985.0,1980s,clay
27.661111,-22.576944,21.0,Surface,10.0,Botswana,Southern Africa,1988.0,1980s,clay
26.16,-26.51,19.0,Deep,57.5,South Africa,Southern Africa,1977.0,1970s,clay
27.35333,-25.20333,32.0,Deep,75.0,South Africa,Southern Africa,1981.0,1980s,clay
28.536389,-22.041111,27.0,Mid,29.0,Botswana,Southern Africa,1989.0,1980s,clay
28.01111,-31.61167,11.0,Surface,12.5,South Africa,Southern Africa,2000.0,2000s,clay
26.4355545043945,-23.0706691741943,36.9,Surface,10.0,Botswana,Southern Africa,,,clay
30.8,-29.8167,14.3,Surface,5.0,South Africa,Southern Africa,1975.0,1970s,clay
26.994722,-22.816944,36.0,Deep,105.0,Botswana,Southern Africa,1980.0,1980s,clay
29.70361,-31.38305,33.0,Deep,52.5,South Africa,Southern Africa,1998.0,1990s,clay
27.779444,-23.026944,17.0,Mid,48.5,Botswana,Southern Africa,1980.0,1980s,clay
27.00333,-26.39333,32.0,Deep,69.0,South Africa,Southern Africa,1977.0,1970s,clay
30.62,-23.31667,16.0,Surface,7.0,South Africa,Southern Africa,1993.0,1990s,clay
25.93667,-25.05,58.0,Deep,65.0,South Africa,Southern Africa,1978.0,1970s,clay
